BC:34:00:E0:00:00/28	LLDTechn	LLD Technology Ltd.
EC:DA:59	NewH3CTe	New H3C Technologies Co., Ltd
EC:DB:86	Api-K
EC:DE:3D	LampreyN	Lamprey Networks, Inc.
EC:DF:3A	vivoMobi	vivo Mobile Communication Co., Ltd.
EC:E0:9B	SamsungE	Samsung Electronics Co.,Ltd
EC:E1:54	BeijingU	Beijing Unisound Information Technology Co.,Ltd.
EC:E1:A9	Cisco	Cisco Systems, Inc
EC:E2:FD	SKGElect	SKG Electric Group(Thailand) Co., Ltd.
EC:E5:12	tado	tado GmbH
EC:E5:55	Hirschma	Hirschmann Automation
EC:E6:A2	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
EC:E7:44	Omntecmf	Omntec mfg. inc
EC:E7:A7	IntelCor	Intel Corporate
EC:E9:0B	SistemaS	Sistema Solucoes Eletronicas Ltda - Easytech
EC:E9:15	STI	STI Ltd
EC:E9:F8	GuangZho	Guang Zhou TRI-SUN Electronics Technology Co., Ltd
EC:EA:03	DarfonLi	Darfon Lighting Corp
EC:EB:B8	HewlettP	Hewlett Packard Enterprise
EC:EE:D8	ZTLXNetw	ZTLX Network Technology Co.,Ltd
EC:F0:0E	AboCom
EC:F0:FE	zte	zte corporation
EC:F2:2B	TecnoMob	Tecno Mobile Limited
EC:F2:36	Neomonta	Neomontana Electronics
EC:F3:42	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
EC:F3:5B	Nokia	Nokia Corporation
EC:F4:0C	Cisco	Cisco Systems, Inc
EC:F4:51	Arcadyan	Arcadyan Corporation
EC:F4:BB	Dell	Dell Inc.
EC:F6:BD	SncfMobi	Sncf Mobilités
EC:F7:2B	HdDigita	Hd Digital Tech Co., Ltd.
EC:F8:EB	SichuanT	Sichuan Tianyi Comheart Telecom Co.,LTD
EC:FA:03	Fca
EC:FA:5C	BeijingX	Beijing Xiaomi Electronics Co., Ltd.
EC:FA:AA	IMS	The IMS Company
EC:FA:BC	Espressi	Espressif Inc.
EC:FA:F4	SenRaTec	SenRa Tech Pvt. Ltd
EC:FC:55	AEberle	A. Eberle GmbH & Co. KG
EC:FE:7E	BlueRadi	BlueRadios, Inc.
F0:00:7F	Janz-Con	Janz - Contadores de Energia, SA
F0:01:6E	TianyiTe	Tianyi Telecom Terminals Company Limited
F0:02:2B	Chrontel
F0:02:48	SmarteBu	SmarteBuilding
F0:03:8C	AzureWav	AzureWave Technology Inc.
F0:07:86	Shandong	Shandong Bittel Electronics Co., Ltd
F0:08:D1	Espressi	Espressif Inc.
F0:08:F1	SamsungE	Samsung Electronics Co.,Ltd
F0:0D:5C	JinQianM	JinQianMao Technology Co.,Ltd.
F0:0D:F5	ACOMAMed	ACOMA Medical Industry Co,. Ltd.
F0:0E:1D	Megafone	Megafone Limited
F0:0E:BF	ZettaHas	ZettaHash Inc.
F0:0F:EC	HuaweiTe	Huawei Technologies Co.,Ltd
F0:10:90	NewH3CTe	New H3C Technologies Co., Ltd
F0:10:AB	ChinaMob	China Mobile (Hangzhou) Information Technology Co., Ltd.
F0:13:C1	HanntoTe	Hannto Technology Co., Ltd
F0:13:C3	Shenzhen	Shenzhen Fenda Technology Co., Ltd
F0:15:A0	KyungDon	KyungDong One Co., Ltd.
F0:15:B9	PlayFusi	PlayFusion Limited
F0:16:28	Technico	Technicolor (China) Technology Co., Ltd.
F0:18:2B	LGChem	LG Chem
F0:18:98	Apple	Apple, Inc.
F0:1B:6C	vivoMobi	vivo Mobile Communication Co., Ltd.
F0:1C:13	LGElectr	LG Electronics (Mobile Communications)
F0:1C:2D	JuniperN	Juniper Networks
F0:1D:2D	Cisco	Cisco Systems, Inc
F0:1D:BC	Microsof	Microsoft Corporation
F0:1E:34	ORICOTec	ORICO Technologies Co., Ltd
F0:1F:AF	Dell	Dell Inc.
F0:1F:C7	Apple	Apple, Inc.
F0:21:9D	Cal-Comp	Cal-Comp Electronics & Communications Company Ltd.
F0:21:E0	eero	eero inc.
F0:22:4E	Esanelec	Esan electronic co.
F0:23:29	ShowaDen	Showa Denki Co.,Ltd.
F0:23:AE	AMPAKTec	AMPAK Technology,Inc.
F0:23:B9	IEEERegi	IEEE Registration Authority
F0:23:B9:00:00:00/28	Aquametr	Aquametro AG
F0:23:B9:10:00:00/28	Ubiant
F0:23:B9:20:00:00/28	RaysgemE	Raysgem Electronics and Technology Co.Ltd
F0:23:B9:30:00:00/28	BSPRUS	BSP RUS Ltd.
F0:23:B9:40:00:00/28	Ezvis	Ezvis Limited
F0:23:B9:50:00:00/28	Audeara	Audeara Pty. Ltd.
F0:23:B9:60:00:00/28	XiamenJi	Xiamen Jinhaode Electronic Co.,Ltd
F0:23:B9:70:00:00/28	Transcen	Transcend Building Automation control network corporation
F0:23:B9:80:00:00/28	G3Techno	G3 Technologies< Inc
F0:23:B9:90:00:00/28	EmuTechn	Emu Technology
F0:23:B9:A0:00:00/28	Annapurn	Annapurna labs
F0:23:B9:B0:00:00/28	QCoreMed	Q Core Medical Ltd
F0:23:B9:C0:00:00/28	Shenzhen	Shenzhen Lachesis Mhealth Co., Ltd.
F0:23:B9:D0:00:00/28	Shenyang	Shenyang Ali Technology Company Limited
F0:23:B9:E0:00:00/28	Domotz	Domotz Ltd
F0:24:05	OPUSHigh	OPUS High Technology Corporation
F0:24:08	TalarisS	Talaris (Sweden) AB
F0:24:75	Apple	Apple, Inc.
F0:25:72	Cisco	Cisco Systems, Inc
F0:25:8E	HuaweiTe	Huawei Technologies Co.,Ltd
F0:25:B7	SamsungE	Samsung Electro-Mechanics(Thailand)
F0:26:24	WafaTech	Wafa Technologies Co., Ltd.
F0:26:4C	Sigrist-	Sigrist-Photometer AG
F0:27:2D	AmazonTe	Amazon Technologies Inc.
F0:27:45	F-Secure	F-Secure Corporation
F0:27:65	MurataMa	Murata Manufacturing Co., Ltd.
F0:29:29	Cisco	Cisco Systems, Inc
F0:2A:23	Creative	Creative Next Design
F0:2A:2B	IEEERegi	IEEE Registration Authority
F0:2A:2B:00:00:00/28	MerlinSe	Merlin Security Inc.
F0:2A:2B:10:00:00/28	TobiTrib	Tobi Tribe Inc.
F0:2A:2B:20:00:00/28	Shanghai	Shanghai Armour Technology Co., Ltd.
F0:2A:2B:30:00:00/28	Frigotel	Frigotel SRL
F0:2A:2B:40:00:00/28	OnclaveN	Onclave Networks
F0:2A:2B:50:00:00/28	AgileSpo	Agile Sports Technologies, dba Hudl
F0:2A:2B:60:00:00/28	Shenzhen	Shenzhen ORVIBO Technology Co., Ltd.
F0:2A:2B:70:00:00/28	Protroni	Protronix s.r.o.
F0:2A:2B:80:00:00/28	TenwaysE	Tenways Engineering Service Ltd
F0:2A:2B:90:00:00/28	ZiGongPe	ZiGong Pengcheng Technology Co.,Ltd
F0:2A:2B:A0:00:00/28	Navigil	Navigil Ltd
F0:2A:2B:B0:00:00/28	ELMO	EL.MO. spa
F0:2A:2B:C0:00:00/28	Comexio	Comexio GmbH
F0:2A:2B:D0:00:00/28	Definite	Definitely Win Corp.,Ltd.
F0:2A:2B:E0:00:00/28	Shenzhen	Shenzhen CUCO Technology Co., Ltd
F0:2A:61	WaldoNet	Waldo Networks, Inc.
F0:2E:51	Casa	Casa Systems
F0:2F:4B	Apple	Apple, Inc.
F0:2F:74	ASUSTekC	ASUSTek COMPUTER INC.
F0:2F:A7	HuaweiTe	Huawei Technologies Co.,Ltd
F0:2F:D8	Bi2-Visi	Bi2-Vision
F0:32:1A	Mita-Tek	Mita-Teknik A/S
F0:33:E5	HuaweiTe	Huawei Technologies Co.,Ltd
F0:34:04	TCTmobil	TCT mobile ltd
F0:35:75	HuiZhouG	Hui Zhou Gaoshengda Technology Co.,LTD
F0:37:A1	HuikeEle	Huike Electronics (SHENZHEN) CO., LTD.
F0:39:65	SamsungE	Samsung Electronics Co.,Ltd
F0:3A:4B	Bloombas	Bloombase, Inc.
F0:3A:55	OmegaEle	Omega Elektronik AS
F0:3D:03	TecnoMob	Tecno Mobile Limited
F0:3D:29	Actility
F0:3E:90	RuckusWi	Ruckus Wireless
F0:3E:BF	GogoroTa	Gogoro Taiwan Limited
F0:3F:95	HuaweiTe	Huawei Technologies Co.,Ltd
F0:3F:F8	RLDrake	R L Drake
F0:40:7B	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
F0:41:C6	HeatTech	Heat Tech Company, Ltd.
F0:41:C8	IEEERegi	IEEE Registration Authority
F0:41:C8:00:00:00/28	LinpaAco	Linpa Acoustic Technology Co.,Ltd
F0:41:C8:10:00:00/28	DongGuan	DongGuan Siyoto Electronics Co., Ltd
F0:41:C8:20:00:00/28	Shenzhen	Shenzhen Medica Technology Development Co., Ltd.
F0:41:C8:30:00:00/28	Shenzhen	Shenzhen Wisewing Internet Technology Co.,Ltd
F0:41:C8:40:00:00/28	Candelic	Candelic Limited
F0:41:C8:50:00:00/28	XIANMEIS	XI'AN MEI SHANG MEI WIRELESS TECHNOLOGY.Co., Ltd.
F0:41:C8:60:00:00/28	AEDEngin	AED Engineering GmbH
F0:41:C8:70:00:00/28	Nanchang	Nanchang BlackShark Co.,Ltd.
F0:41:C8:80:00:00/28	PostiumK	Postium Korea Co., Ltd.
F0:41:C8:90:00:00/28	Shenzhen	Shenzhen Nufilo Electronic Technology Co., Ltd.
F0:41:C8:A0:00:00/28	Telstra
F0:41:C8:B0:00:00/28	Powervau	Powervault Ltd
F0:41:C8:C0:00:00/28	Shanghai	Shanghai Think-Force Electronic Technology Co. Ltd
F0:41:C8:D0:00:00/28	ATNMedia	ATN Media Group FZ LLC
F0:41:C8:E0:00:00/28	Shenzhen	Shenzhen Umind Technology Co., Ltd.
F0:42:1C	IntelCor	Intel Corporate
F0:42:F5	HuaweiDe	Huawei Device Co., Ltd.
F0:43:35	DVNShang	DVN(Shanghai)Ltd.
F0:43:47	HuaweiTe	Huawei Technologies Co.,Ltd
F0:45:DA	TexasIns	Texas Instruments
F0:46:3B	ComcastC	Comcast Cable Corporation
F0:4A:02	Cisco	Cisco Systems, Inc
F0:4A:2B	PYRAMIDC	PYRAMID Computer GmbH
F0:4B:3A	JuniperN	Juniper Networks
F0:4B:6A	Scientif	Scientific Production Association Siberian Arsenal, Ltd.
F0:4B:F2	JTECHCom	JTECH Communications, Inc.
F0:4C:D5	Maxlinea	Maxlinear, Inc
F0:4D:A2	Dell	Dell Inc.
F0:4D:D4	Sagemcom	Sagemcom Broadband SAS
F0:4F:7C	AmazonTe	Amazon Technologies Inc.
F0:51:36	TCTmobil	TCT mobile ltd
F0:51:EA	Fitbit	Fitbit, Inc.
F0:54:94	Honeywel	Honeywell Connected Building
F0:55:01	HuaweiDe	Huawei Device Co., Ltd.
F0:57:A6	IntelCor	Intel Corporate
F0:58:49	CareView	CareView Communications
F0:5A:09	SamsungE	Samsung Electronics Co.,Ltd
F0:5B:7B	SamsungE	Samsung Electronics Co.,Ltd
F0:5C:19	ArubaaHe	Aruba, a Hewlett Packard Enterprise Company
F0:5C:77	Google	Google, Inc.
F0:5C:D5	Apple	Apple, Inc.
F0:5D:89	Dycon	Dycon Limited
F0:5D:C8	Duracell	Duracell Powermat
F0:5E:CD	TexasIns	Texas Instruments
F0:5F:5A	Getriebe	Getriebebau NORD GmbH and Co. KG
F0:61:30	Advantag	Advantage Pharmacy Services, LLC
F0:61:C0	ArubaaHe	Aruba, a Hewlett Packard Enterprise Company
F0:62:0D	Shenzhen	Shenzhen Egreat Tech Corp.,Ltd
F0:62:5A	RealmeCh	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
F0:62:81	ProCurve	ProCurve Networking by HP
F0:63:F9	HuaweiTe	Huawei Technologies Co.,Ltd
F0:64:26	ExtremeN	Extreme Networks, Inc.
F0:65:AE	SamsungE	Samsung Electronics Co.,Ltd
F0:65:C2	YanfengV	Yanfeng Visteon Electronics Technology (Shanghai) Co.,Ltd.
F0:65:DD	PrimaxEl	Primax Electronics Ltd.
F0:67:28	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
F0:68:53	Integrat	Integrated Corporation
F0:68:65	TaicangT	Taicang T&W Electronics
F0:6B:CA	SamsungE	Samsung Electronics Co.,Ltd
F0:6C:5D	XiaomiCo	Xiaomi Communications Co Ltd
F0:6C:73	Nokia
F0:6D:78	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
F0:6E:0B	Microsof	Microsoft Corporation
F0:6E:32	Microtel	Microtel Innovation S.R.L.
F0:6F:46	Ubiik
F0:70:4F	SamsungE	Samsung Electronics Co.,Ltd
F0:72:8C	SamsungE	Samsung Electronics Co.,Ltd
F0:72:EA	Google	Google, Inc.
F0:73:AE	PEAK-Sys	PEAK-System Technik
F0:74:85	NGD	NGD Systems, Inc.
F0:74:E4	Thunderc	Thundercomm Technology Co., Ltd
F0:76:1C	CompalIn	Compal Information (Kunshan) Co., Ltd.
F0:76:6F	Apple	Apple, Inc.
F0:77:65	Sourcefi	Sourcefire, Inc
F0:77:C3	IntelCor	Intel Corporate
F0:77:D0	Xcellen
F0:78:07	Apple	Apple, Inc.
F0:78:16	Cisco	Cisco Systems, Inc
F0:79:59	ASUSTekC	ASUSTek COMPUTER INC.
F0:79:60	Apple	Apple, Inc.
F0:79:E8	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
F0:7B:CB	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
F0:7C:C7	JuniperN	Juniper Networks
F0:7D:68	D-Link	D-Link Corporation
F0:7F:06	Cisco	Cisco Systems, Inc
F0:7F:0C	LeopoldK	Leopold Kostal GmbH &Co. KG
F0:81:73	AmazonTe	Amazon Technologies Inc.
F0:81:75	Sagemcom	Sagemcom Broadband SAS
F0:81:AF	IrzAutom	Irz Automation Technologies Ltd
F0:82:61	Sagemcom	Sagemcom Broadband SAS
F0:84:2F	ADBBroad	ADB Broadband Italia
F0:84:C9	zte	zte corporation
F0:85:C1	Shenzhen	Shenzhen Rf-Link Technology Co.,Ltd.
F0:86:20	Arcadyan	Arcadyan Corporation
F0:87:56	ZyxelCom	Zyxel Communications Corporation
F0:87:7F	Magnetar	Magnetar Technology Shenzhen Co., LTD.
F0:8A:28	JIANGSUH	JIANGSU HENGSION ELECTRONIC S and T CO.,LTD
F0:8A:76	SamsungE	Samsung Electronics Co.,Ltd
F0:8B:FE	Costel	Costel.,Co.Ltd
F0:8C:FB	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
F0:8E:DB	VeloClou	VeloCloud Networks
F0:92:1C	HewlettP	Hewlett Packard
F0:92:B4	SichuanT	Sichuan Tianyi Comheart Telecom Co.,LTD
F0:93:3A	NxtConec	NxtConect
F0:93:C5	GarlandT	Garland Technology
F0:95:F1	CarlZeis	Carl Zeiss AG
F0:97:E5	Tamio	Tamio, Inc
F0:98:38	HuaweiTe	Huawei Technologies Co.,Ltd
F0:98:9D	Apple	Apple, Inc.
F0:99:19	GarminIn	Garmin International
F0:99:B6	Apple	Apple, Inc.
F0:99:BF	Apple	Apple, Inc.
F0:9A:51	Shanghai	Shanghai Viroyal Electronic Technology Company Limited
F0:9B:B8	HuaweiTe	Huawei Technologies Co.,Ltd
F0:9C:BB	RaonThin	RaonThink Inc.
F0:9C:D7	Guangzho	Guangzhou Blue Cheetah Intelligent Technology Co., Ltd.
F0:9C:E9	ExtremeN	Extreme Networks, Inc.
F0:9E:4A	IntelCor	Intel Corporate
F0:9E:63	Cisco	Cisco Systems, Inc
F0:9F:C2	Ubiquiti	Ubiquiti Networks Inc.
F0:9F:FC	SHARP	SHARP Corporation
F0:A2:25	AmazonTe	Amazon Technologies Inc.
F0:A3:5A	Apple	Apple, Inc.
F0:A3:B2	HuiZhouG	Hui Zhou Gaoshengda Technology Co.,LTD
F0:A6:54	CloudNet	Cloud Network Technology Singapore Pte. Ltd.
F0:A7:64	GST	GST Co., Ltd.
F0:A7:B2	Futaba	Futaba Corporation
F0:A9:51	HuaweiTe	Huawei Technologies Co.,Ltd
F0:A9:68	Antailiy	Antailiye Technology Co.,Ltd
F0:AA:0B	ArraNetw	Arra Networks/ Spectramesh
F0:AB:54	MitsumiE	Mitsumi Electric Co.,Ltd.
F0:AC:A4	HBC-radi	HBC-radiomatic
F0:AC:D7	IEEERegi	IEEE Registration Authority
F0:AC:D7:00:00:00/28	Guilingl	Guilin glsun Science and Tech Co.,LTD
F0:AC:D7:10:00:00/28	Intenta	Intenta GmbH
F0:AC:D7:20:00:00/28	QuantumP	Quantum Power Systems
F0:AC:D7:30:00:00/28	Med-PatI	Med-Pat/Inn-Phone
F0:AC:D7:40:00:00/28	Sercomm	Sercomm Corporation.
F0:AC:D7:50:00:00/28	PavoTasa	Pavo Tasarim Uretim Ticaret A.S.
F0:AC:D7:60:00:00/28	SuzhouPa	Suzhou Pairlink Network Technology
F0:AC:D7:70:00:00/28	HanjuNet	Hanju Network Technologies Co.
F0:AC:D7:80:00:00/28	Telefoni	Telefonix Incorporated
F0:AC:D7:90:00:00/28	U3storag	U3storage Technologies Co., Ltd
F0:AC:D7:A0:00:00/28	Groupeer	Groupeer Technologies
F0:AC:D7:B0:00:00/28	Zhejiang	Zhejiang Makepower Electronics,Inc.
F0:AC:D7:C0:00:00/28	Simprint	Simprints Technology Ltd
F0:AC:D7:D0:00:00/28	SmartPow	Smart Power Technology Co., Ltd.
F0:AC:D7:E0:00:00/28	Fiziico	Fiziico Co., Ltd.
F0:AD:4E	Globalsc	Globalscale Technologies, Inc.
F0:AE:51	Xi3	Xi3 Corp
F0:AE:66	CosonicI	Cosonic Intelligent Technologies Co., Ltd.
F0:AF:50	PhantomI	Phantom Intelligence
F0:AF:85	ARRISGro	ARRIS Group, Inc.
F0:B0:14	AVMAudio	AVM Audiovisuelles Marketing und Computersysteme GmbH
F0:B0:22	TOHOElec	TOHO Electronics INC.
F0:B0:40	HunanFn-	Hunan Fn-Link Technology Limited
F0:B0:52	RuckusWi	Ruckus Wireless
F0:B0:E7	Apple	Apple, Inc.
F0:B1:07	Ericsson	Ericsson AB
F0:B1:1D	Nokia
F0:B1:3F	HuaweiDe	Huawei Device Co., Ltd.
F0:B2:B9	IntelCor	Intel Corporate
F0:B2:E5	Cisco	Cisco Systems, Inc
F0:B3:1E	Universa	Universal Electronics, Inc.
F0:B3:EC	Apple	Apple, Inc.
F0:B4:29	XiaomiCo	Xiaomi Communications Co Ltd
F0:B4:79	Apple	Apple, Inc.
F0:B4:D2	D-LinkIn	D-Link International
F0:B5:B7	Disrupti	Disruptive Technologies Research AS
F0:B5:D1	TexasIns	Texas Instruments
F0:B6:1E	IntelCor	Intel Corporate
F0:B6:61	eero	eero inc.
F0:B6:EB	PoslabTe	Poslab Technology Co., Ltd.
F0:B9:68	ItelMobi	Itel Mobile Limited
F0:BC:C8	MaxID	MaxID (Pty) Ltd
F0:BC:C9	Pfu	Pfu Limited
F0:BD:2E	H+SPolat	H+S Polatis Ltd
F0:BD:F1	Sipod	Sipod Inc.
F0:BE:25	Dongguan	Dongguan Cannice Precision Manufacturing Co., Ltd.
F0:BF:97	Sony	Sony Corporation
F0:C1:CE	GoodWeTe	GoodWe Technologies CO., Ltd
F0:C1:F1	Apple	Apple, Inc.
F0:C2:4C	Zhejiang	Zhejiang FeiYue Digital Technology Co., Ltd
F0:C2:7C	Mianyang	Mianyang Netop Telecom Equipment Co.,Ltd.
F0:C3:71	Apple	Apple, Inc.
F0:C4:2F	HuaweiDe	Huawei Device Co., Ltd.
F0:C4:78	HuaweiTe	Huawei Technologies Co.,Ltd
F0:C7:7F	TexasIns	Texas Instruments
F0:C8:14	Shenzhen	Shenzhen Bilian Electronic Co.，Ltd
F0:C8:50	HuaweiTe	Huawei Technologies Co.,Ltd
F0:C8:8C	LeddarTe	LeddarTech Inc.
F0:C8:B5	HuaweiTe	Huawei Technologies Co.,Ltd
F0:C9:D1	GDMideaA	GD Midea Air-Conditioning Equipment Co.,Ltd.
F0:CB:A1	Apple	Apple, Inc.
F0:CD:31	SamsungE	Samsung Electronics Co.,Ltd
F0:D0:8C	TCTmobil	TCT mobile ltd
F0:D1:4F	Linear	Linear Llc
F0:D1:A9	Apple	Apple, Inc.
F0:D1:B8	Ledvance
F0:D2:F1	AmazonTe	Amazon Technologies Inc.
F0:D3:A7	CobaltRa	CobaltRay Co., Ltd
F0:D3:E7	Sensomet	Sensometrix SA
F0:D4:15	IntelCor	Intel Corporate
F0:D4:E2	Dell	Dell Inc.
F0:D4:F6	LarsThra	Lars Thrane A/S
F0:D4:F7	varramsy	varram system
F0:D5:BF	IntelCor	Intel Corporate
F0:D6:57	Echosens
F0:D7:67	AxemaPas	Axema Passagekontroll AB
F0:D7:93	Apple	Apple, Inc.
F0:D7:AA	Motorola	Motorola Mobility LLC, a Lenovo Company
F0:D7:AF	IEEERegi	IEEE Registration Authority
F0:D7:AF:00:00:00/28	IDTechJa	ID Tech Japan Co.,Ltd.
F0:D7:AF:10:00:00/28	BeijingS	Beijing Serviatech lnformation Tech Co.,Ltd
F0:D7:AF:20:00:00/28	Blacknig	Blacknight Internet Solutions Limited
F0:D7:AF:30:00:00/28	720?beij	720?bei jing?Health iTech Co.,Ltd
F0:D7:AF:40:00:00/28	ADAMAudi	ADAM Audio GmbH
F0:D7:AF:50:00:00/28	Dongguan	Dongguan Huili electroacoustic Industrial Co.,ltd
F0:D7:AF:60:00:00/28	AnordMar	Anord Mardix (USA) Inc.
F0:D7:AF:70:00:00/28	Rievtech	Rievtech Electronic Co.,Ltd
F0:D7:AF:80:00:00/28	ShenZhen	Shen Zhen Michip Technologies Co.,Ltd.
F0:D7:AF:90:00:00/28	NewITPro	New IT Project LLC
F0:D7:AF:A0:00:00/28	MstarTec	Mstar Technologies,Inc
F0:D7:AF:B0:00:00/28	Evco	Evco Spa
F0:D7:AF:C0:00:00/28	Shenzhen	Shenzhen Virtual Clusters Information Technology Co.,Ltd.
F0:D7:AF:D0:00:00/28	Dongguan	Dongguan Gedi Electrons Techeology Co.,LTD
F0:D7:AF:E0:00:00/28	WrenAsso	Wren Associates, LTD
F0:D7:DC	WesineWu	Wesine (Wuhan) Technology Co., Ltd.
F0:D9:B2	Exo	Exo S.A.
F0:DA:7C	RlhIndus	Rlh Industries,Inc.
F0:DB:30	Yottabyt	Yottabyte
F0:DB:E2	Apple	Apple, Inc.
F0:DB:F8	Apple	Apple, Inc.
F0:DC:E2	Apple	Apple, Inc.
F0:DE:71	Shanghai	Shanghai EDO Technologies Co.,Ltd.
F0:DE:B9	ShangHai	ShangHai Y&Y Electronics Co., Ltd
F0:DE:F1	WistronI	Wistron Infocomm (Zhongshan) Corporation
F0:E3:DC	TeconMT	Tecon MT, LLC
F0:E4:A2	HuaweiTe	Huawei Technologies Co.,Ltd
F0:E5:C3	Drägerwe	Drägerwerk AG & Co. KG aA
F0:E7:7E	SamsungE	Samsung Electronics Co.,Ltd
F0:EB:D0	Shanghai	Shanghai Feixun Communication Co.,Ltd.
F0:EC:39	Essec
F0:ED:1E	BilkonBi	Bilkon Bilgisayar Kontrollu Cih. Im.Ltd.
F0:EE:10	SamsungE	Samsung Electronics Co.,Ltd
F0:EE:58	PACETele	PACE Telematics GmbH
F0:EE:BB	VIPAR	VIPAR GmbH
F0:EF:86	Google	Google, Inc.
F0:EF:D2	TfPaymen	Tf Payment Service Co., Ltd
F0:F0:02	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
F0:F0:8F	NextekSo	Nextek Solutions Pte Ltd
F0:F0:A4	AmazonTe	Amazon Technologies Inc.
F0:F2:49	HitronTe	Hitron Technologies. Inc
F0:F2:60	Mobitec	Mobitec AB
F0:F3:36	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
F0:F5:64	SamsungE	Samsung Electronics Co.,Ltd
F0:F5:AE	Adaptrum	Adaptrum Inc.
F0:F6:1C	Apple	Apple, Inc.
F0:F6:44	Whitesky	Whitesky Science & Technology Co.,Ltd.
F0:F6:69	MotionAn	Motion Analysis Corporation
F0:F6:C1	Sonos	Sonos, Inc.
F0:F7:55	Cisco	Cisco Systems, Inc
F0:F7:B3	Phorm
F0:F7:E7	HuaweiTe	Huawei Technologies Co.,Ltd
F0:F8:42	KEEBOX	KEEBOX, Inc.
F0:F8:F2	TexasIns	Texas Instruments
F0:F9:F7	IES	IES GmbH & Co. KG
F0:FA:C7	HuaweiDe	Huawei Device Co., Ltd.
F0:FC:C8	ARRISGro	ARRIS Group, Inc.
F0:FD:A0	AcurixNe	Acurix Networks Pty Ltd
F0:FE:6B	Shanghai	Shanghai High-Flying Electronics Technology Co., Ltd
F0:FE:E7	HuaweiDe	Huawei Device Co., Ltd.
F4:02:23	PAXCompu	PAX Computer Technology(Shenzhen) Ltd.
F4:02:28	SamsungE	Samsung Electro-Mechanics(Thailand)
F4:02:70	Dell	Dell Inc.
F4:03:04	Google	Google, Inc.
F4:03:21	BeNeXt	BeNeXt B.V.
F4:03:2A	AmazonTe	Amazon Technologies Inc.
F4:03:2F	Reduxio	Reduxio Systems
F4:03:43	HewlettP	Hewlett Packard Enterprise
F4:04:4C	ValenceT	ValenceTech Limited
F4:06:16	Apple	Apple, Inc.
F4:06:69	IntelCor	Intel Corporate
F4:06:8D	devolo	devolo AG
F4:06:A5	Hangzhou	Hangzhou Bianfeng Networking Technology Co., Ltd.
F4:09:D8	SamsungE	Samsung Electro-Mechanics(Thailand)
F4:0A:4A	INDUSNET	INDUSNET Communication Technology Co.,LTD
F4:0B:93	BlackBer	BlackBerry RTS
F4:0B:9F	CigShang	Cig Shanghai Co Ltd
F4:0E:01	Apple	Apple, Inc.
F4:0E:11	IEEERegi	IEEE Registration Authority
F4:0E:11:00:00:00/28	realphon	realphone technology co.,ltd
F4:0E:11:10:00:00/28	BeijingD	Beijing Dongjin Aero-Tech Co., Ltd
F4:0E:11:20:00:00/28	Axel	Axel srl
F4:0E:11:30:00:00/28	Shenzhen	Shenzhen headsun technology
F4:0E:11:40:00:00/28	DayangTe	Dayang Technology Development Inc.
F4:0E:11:50:00:00/28	E-Song
F4:0E:11:60:00:00/28	AlphaDes	Alpha Design Technologies Pvt Ltd
F4:0E:11:70:00:00/28	Shenzhen	Shenzhen Grandsun Electronic Co.,Ltd.
F4:0E:11:80:00:00/28	Zeepro	Zeepro Inc.
F4:0E:11:90:00:00/28	SternaSe	Sterna Security
F4:0E:11:A0:00:00/28	Kodpro	Kodpro Ltd.
F4:0E:11:B0:00:00/28	BradarIn	Bradar Industria Sa
F4:0E:11:C0:00:00/28	NihonMeg	Nihon Mega Logic Co.,Ltd.
F4:0E:11:D0:00:00/28	DXGTechn	DXG Technology Corp.
F4:0E:11:E0:00:00/28	Elektron	Elektronika Naglic d.o.o.
F4:0E:11:F0:00:00/28	Private
F4:0E:22	SamsungE	Samsung Electronics Co.,Ltd
F4:0E:83	ARRISGro	ARRIS Group, Inc.
F4:0F:1B	Cisco	Cisco Systems, Inc
F4:0F:24	Apple	Apple, Inc.
F4:0F:9B	Wavelink
F4:12:FA	Espressi	Espressif Inc.
F4:13:99	Aerospac	Aerospace new generation communications Co.,Ltd
F4:15:35	SPONComm	SPON Communication Technology Co.,Ltd
F4:15:63	F5Networ	F5 Networks, Inc.
F4:15:FD	Shanghai	Shanghai Pateo Electronic Equipment Manufacturing Co., Ltd.
F4:17:B8	AirTiesW	AirTies Wireless Networks
F4:19:E2	Volterra
F4:1B:A1	Apple	Apple, Inc.
F4:1C:95	BeijingY	Beijing Yunyi Times Technology Co,.Ltd
F4:1D:6B	HuaweiTe	Huawei Technologies Co.,Ltd
F4:1E:26	Simon-Ka	Simon-Kaloi Engineering
F4:1E:5E	RtBrick	RtBrick Inc.
F4:1F:0B	YAMABISH	YAMABISHI Corporation
F4:1F:88	zte	zte corporation
